DTE,BARRI,AEB,SC,NOM_BARRI
8.0,44.0,157.0,4.0, Vilapicina i la Torre Llobeta
8.0,44.0,157.0,5.0, Vilapicina i la Torre Llobeta
8.0,44.0,157.0,6.0, Vilapicina i la Torre Llobeta
8.0,44.0,157.0,7.0, Vilapicina i la Torre Llobeta
8.0,44.0,157.0,8.0, Vilapicina i la Torre Llobeta
8.0,44.0,158.0,9.0, Vilapicina i la Torre Llobeta
8.0,44.0,159.0,10.0, Vilapicina i la Torre Llobeta
8.0,44.0,159.0,11.0, Vilapicina i la Torre Llobeta
8.0,44.0,159.0,12.0, Vilapicina i la Torre Llobeta
8.0,44.0,159.0,13.0, Vilapicina i la Torre Llobeta
8.0,44.0,159.0,14.0, Vilapicina i la Torre Llobeta
8.0,44.0,160.0,15.0, Vilapicina i la Torre Llobeta
8.0,44.0,160.0,16.0, Vilapicina i la Torre Llobeta
8.0,44.0,160.0,17.0, Vilapicina i la Torre Llobeta
8.0,44.0,160.0,18.0, Vilapicina i la Torre Llobeta
8.0,44.0,160.0,19.0, Vilapicina i la Torre Llobeta
8.0,45.0,161.0,20.0, Porta
8.0,45.0,161.0,21.0, Porta
8.0,45.0,161.0,22.0, Porta
8.0,45.0,161.0,23.0, Porta
8.0,45.0,161.0,24.0, Porta
8.0,45.0,161.0,25.0, Porta
8.0,45.0,161.0,26.0, Porta
8.0,45.0,162.0,27.0, Porta
8.0,45.0,162.0,28.0, Porta
8.0,45.0,162.0,29.0, Porta
8.0,45.0,162.0,30.0, Porta
8.0,45.0,163.0,31.0, Porta
8.0,45.0,163.0,32.0, Porta
8.0,45.0,163.0,33.0, Porta
8.0,45.0,163.0,34.0, Porta
8.0,45.0,163.0,35.0, Porta
8.0,45.0,163.0,36.0, Porta
8.0,45.0,163.0,37.0, Porta
8.0,46.0,164.0,38.0, el Turó de la Peira
8.0,46.0,164.0,39.0, el Turó de la Peira
8.0,46.0,164.0,40.0, el Turó de la Peira
8.0,46.0,164.0,41.0, el Turó de la Peira
8.0,46.0,164.0,42.0, el Turó de la Peira
8.0,46.0,164.0,43.0, el Turó de la Peira
8.0,46.0,165.0,44.0, el Turó de la Peira
8.0,46.0,165.0,45.0, el Turó de la Peira
8.0,46.0,165.0,46.0, el Turó de la Peira
8.0,46.0,165.0,47.0, el Turó de la Peira
8.0,47.0,166.0,48.0, Can Peguera
8.0,47.0,166.0,49.0, Can Peguera
8.0,48.0,167.0,50.0, la Guineueta
8.0,48.0,167.0,51.0, la Guineueta
8.0,48.0,167.0,52.0, la Guineueta
8.0,48.0,167.0,53.0, la Guineueta
8.0,48.0,167.0,54.0, la Guineueta
8.0,48.0,167.0,55.0, la Guineueta
8.0,48.0,168.0,56.0, la Guineueta
8.0,48.0,168.0,57.0, la Guineueta
8.0,48.0,168.0,58.0, la Guineueta
8.0,48.0,168.0,59.0, la Guineueta
8.0,48.0,167.0,215.0, la Guineueta
8.0,49.0,169.0,60.0, Canyelles
8.0,49.0,169.0,61.0, Canyelles
8.0,49.0,169.0,62.0, Canyelles
8.0,49.0,169.0,63.0, Canyelles
8.0,49.0,169.0,64.0, Canyelles
8.0,50.0,170.0,65.0, les Roquetes
8.0,50.0,170.0,66.0, les Roquetes
8.0,50.0,170.0,67.0, les Roquetes
8.0,50.0,170.0,68.0, les Roquetes
8.0,50.0,170.0,69.0, les Roquetes
8.0,50.0,171.0,70.0, les Roquetes
8.0,50.0,171.0,71.0, les Roquetes
8.0,50.0,171.0,72.0, les Roquetes
8.0,50.0,171.0,73.0, les Roquetes
8.0,50.0,171.0,74.0, les Roquetes
8.0,51.0,172.0,75.0, Verdun
8.0,51.0,172.0,76.0, Verdun
8.0,51.0,172.0,77.0, Verdun
8.0,51.0,173.0,78.0, Verdun
8.0,51.0,173.0,79.0, Verdun
8.0,51.0,173.0,80.0, Verdun
8.0,51.0,173.0,81.0, Verdun
8.0,51.0,173.0,82.0, Verdun
8.0,52.0,174.0,83.0, la Prosperitat
8.0,52.0,174.0,84.0, la Prosperitat
8.0,52.0,174.0,85.0, la Prosperitat
8.0,52.0,174.0,86.0, la Prosperitat
8.0,52.0,175.0,87.0, la Prosperitat
8.0,52.0,175.0,88.0, la Prosperitat
8.0,52.0,175.0,89.0, la Prosperitat
8.0,52.0,175.0,90.0, la Prosperitat
8.0,52.0,175.0,91.0, la Prosperitat
8.0,52.0,176.0,92.0, la Prosperitat
8.0,52.0,176.0,93.0, la Prosperitat
8.0,52.0,176.0,94.0, la Prosperitat
8.0,52.0,176.0,95.0, la Prosperitat
8.0,52.0,177.0,96.0, la Prosperitat
8.0,52.0,177.0,97.0, la Prosperitat
8.0,52.0,177.0,98.0, la Prosperitat
8.0,52.0,177.0,99.0, la Prosperitat
8.0,52.0,177.0,100.0, la Prosperitat
8.0,52.0,177.0,101.0, la Prosperitat
8.0,52.0,177.0,102.0, la Prosperitat
8.0,53.0,178.0,103.0, la Trinitat Nova
8.0,53.0,178.0,104.0, la Trinitat Nova
8.0,53.0,178.0,105.0, la Trinitat Nova
8.0,53.0,178.0,106.0, la Trinitat Nova
8.0,53.0,178.0,107.0, la Trinitat Nova
8.0,54.0,179.0,108.0, Torre Baró
8.0,54.0,179.0,109.0, Torre Baró
8.0,55.0,180.0,110.0, Ciutat Meridiana
8.0,55.0,180.0,111.0, Ciutat Meridiana
8.0,55.0,180.0,112.0, Ciutat Meridiana
8.0,55.0,180.0,113.0, Ciutat Meridiana
8.0,55.0,180.0,114.0, Ciutat Meridiana
8.0,55.0,180.0,115.0, Ciutat Meridiana
8.0,56.0,181.0,116.0, Vallbona
9.0,57.0,182.0,1.0, la Trinitat Vella
9.0,57.0,182.0,2.0, la Trinitat Vella
9.0,57.0,182.0,3.0, la Trinitat Vella
9.0,57.0,182.0,4.0, la Trinitat Vella
9.0,57.0,182.0,5.0, la Trinitat Vella
9.0,58.0,183.0,6.0, Baró de Viver
9.0,58.0,183.0,7.0, Baró de Viver
9.0,59.0,184.0,8.0, el Bon Pastor
9.0,59.0,184.0,9.0, el Bon Pastor
9.0,59.0,185.0,10.0, el Bon Pastor
9.0,59.0,185.0,11.0, el Bon Pastor
9.0,59.0,185.0,13.0, el Bon Pastor
9.0,59.0,185.0,14.0, el Bon Pastor
9.0,59.0,185.0,15.0, el Bon Pastor
9.0,60.0,186.0,16.0, Sant Andreu
9.0,60.0,186.0,17.0, Sant Andreu
9.0,60.0,186.0,18.0, Sant Andreu
9.0,60.0,186.0,19.0, Sant Andreu
9.0,60.0,186.0,20.0, Sant Andreu
9.0,60.0,186.0,21.0, Sant Andreu
9.0,60.0,186.0,22.0, Sant Andreu
9.0,60.0,186.0,23.0, Sant Andreu
9.0,60.0,187.0,24.0, Sant Andreu
9.0,60.0,187.0,25.0, Sant Andreu
9.0,60.0,187.0,26.0, Sant Andreu
9.0,60.0,187.0,27.0, Sant Andreu
9.0,60.0,188.0,28.0, Sant Andreu
9.0,60.0,188.0,29.0, Sant Andreu
9.0,60.0,188.0,30.0, Sant Andreu
9.0,60.0,188.0,31.0, Sant Andreu
9.0,60.0,189.0,32.0, Sant Andreu
9.0,60.0,189.0,33.0, Sant Andreu
9.0,60.0,190.0,34.0, Sant Andreu
9.0,60.0,190.0,35.0, Sant Andreu
9.0,60.0,190.0,36.0, Sant Andreu
9.0,60.0,190.0,37.0, Sant Andreu
9.0,60.0,190.0,38.0, Sant Andreu
9.0,60.0,190.0,39.0, Sant Andreu
9.0,60.0,191.0,40.0, Sant Andreu
9.0,60.0,191.0,41.0, Sant Andreu
9.0,60.0,191.0,42.0, Sant Andreu
9.0,60.0,191.0,43.0, Sant Andreu
9.0,60.0,191.0,44.0, Sant Andreu
9.0,60.0,191.0,45.0, Sant Andreu
9.0,60.0,192.0,46.0, Sant Andreu
9.0,60.0,192.0,47.0, Sant Andreu
9.0,60.0,192.0,48.0, Sant Andreu
9.0,60.0,192.0,49.0, Sant Andreu
9.0,60.0,192.0,50.0, Sant Andreu
9.0,60.0,192.0,51.0, Sant Andreu
9.0,60.0,192.0,52.0, Sant Andreu
9.0,60.0,192.0,53.0, Sant Andreu
9.0,60.0,192.0,54.0, Sant Andreu
9.0,61.0,193.0,55.0, la Sagrera
9.0,61.0,193.0,56.0, la Sagrera
9.0,61.0,193.0,57.0, la Sagrera
9.0,61.0,193.0,58.0, la Sagrera
9.0,61.0,193.0,59.0, la Sagrera
9.0,61.0,193.0,60.0, la Sagrera
9.0,61.0,194.0,61.0, la Sagrera
9.0,61.0,194.0,62.0, la Sagrera
9.0,61.0,195.0,63.0, la Sagrera
9.0,61.0,195.0,64.0, la Sagrera
9.0,61.0,195.0,65.0, la Sagrera
9.0,61.0,195.0,66.0, la Sagrera
9.0,61.0,195.0,67.0, la Sagrera
9.0,61.0,196.0,68.0, la Sagrera
9.0,61.0,196.0,69.0, la Sagrera
9.0,61.0,196.0,70.0, la Sagrera
9.0,61.0,196.0,71.0, la Sagrera
9.0,61.0,196.0,72.0, la Sagrera
9.0,61.0,196.0,73.0, la Sagrera
9.0,61.0,193.0,156.0, la Sagrera
9.0,62.0,197.0,74.0, el Congrés i els Indians
9.0,62.0,197.0,75.0, el Congrés i els Indians
9.0,62.0,197.0,76.0, el Congrés i els Indians
9.0,62.0,197.0,77.0, el Congrés i els Indians
9.0,62.0,198.0,78.0, el Congrés i els Indians
9.0,62.0,198.0,79.0, el Congrés i els Indians
9.0,62.0,198.0,80.0, el Congrés i els Indians
9.0,62.0,198.0,81.0, el Congrés i els Indians
9.0,62.0,198.0,82.0, el Congrés i els Indians
9.0,63.0,199.0,83.0, Navas
9.0,63.0,199.0,84.0, Navas
9.0,63.0,199.0,85.0, Navas
9.0,63.0,199.0,86.0, Navas
9.0,63.0,199.0,87.0, Navas
9.0,63.0,199.0,88.0, Navas
9.0,63.0,199.0,89.0, Navas
9.0,63.0,200.0,90.0, Navas
9.0,63.0,200.0,91.0, Navas
9.0,63.0,200.0,92.0, Navas
9.0,63.0,200.0,93.0, Navas
9.0,63.0,200.0,94.0, Navas
9.0,63.0,200.0,95.0, Navas
10.0,64.0,201.0,1.0, el Camp de l'Arpa del Clot
10.0,64.0,201.0,2.0, el Camp de l'Arpa del Clot
10.0,64.0,201.0,3.0, el Camp de l'Arpa del Clot
10.0,64.0,201.0,4.0, el Camp de l'Arpa del Clot
10.0,64.0,201.0,5.0, el Camp de l'Arpa del Clot
10.0,64.0,202.0,6.0, el Camp de l'Arpa del Clot
10.0,64.0,202.0,7.0, el Camp de l'Arpa del Clot
10.0,64.0,202.0,8.0, el Camp de l'Arpa del Clot
10.0,64.0,202.0,9.0, el Camp de l'Arpa del Clot
10.0,64.0,202.0,10.0, el Camp de l'Arpa del Clot
10.0,64.0,202.0,11.0, el Camp de l'Arpa del Clot
10.0,64.0,203.0,12.0, el Camp de l'Arpa del Clot
10.0,64.0,203.0,13.0, el Camp de l'Arpa del Clot
10.0,64.0,203.0,14.0, el Camp de l'Arpa del Clot
10.0,64.0,203.0,15.0, el Camp de l'Arpa del Clot
10.0,64.0,203.0,16.0, el Camp de l'Arpa del Clot
10.0,64.0,203.0,17.0, el Camp de l'Arpa del Clot
10.0,64.0,203.0,18.0, el Camp de l'Arpa del Clot
10.0,64.0,204.0,19.0, el Camp de l'Arpa del Clot
10.0,64.0,204.0,20.0, el Camp de l'Arpa del Clot
10.0,64.0,204.0,21.0, el Camp de l'Arpa del Clot
10.0,64.0,204.0,22.0, el Camp de l'Arpa del Clot
10.0,64.0,204.0,23.0, el Camp de l'Arpa del Clot
10.0,64.0,204.0,24.0, el Camp de l'Arpa del Clot
10.0,64.0,204.0,25.0, el Camp de l'Arpa del Clot
10.0,65.0,205.0,26.0, el Clot
10.0,65.0,205.0,27.0, el Clot
10.0,65.0,205.0,28.0, el Clot
10.0,65.0,205.0,29.0, el Clot
10.0,65.0,205.0,30.0, el Clot
10.0,65.0,205.0,31.0, el Clot
10.0,65.0,206.0,32.0, el Clot
10.0,65.0,206.0,33.0, el Clot
10.0,65.0,206.0,34.0, el Clot
10.0,65.0,206.0,35.0, el Clot
10.0,65.0,206.0,36.0, el Clot
10.0,65.0,206.0,37.0, el Clot
10.0,65.0,207.0,38.0, el Clot
10.0,65.0,207.0,39.0, el Clot
10.0,65.0,207.0,40.0, el Clot
10.0,65.0,207.0,41.0, el Clot
10.0,65.0,206.0,234.0, el Clot
10.0,66.0,208.0,42.0, el Parc i la Llacuna del Poblenou
10.0,66.0,208.0,43.0, el Parc i la Llacuna del Poblenou
10.0,66.0,209.0,44.0, el Parc i la Llacuna del Poblenou
10.0,66.0,209.0,45.0, el Parc i la Llacuna del Poblenou
10.0,66.0,209.0,46.0, el Parc i la Llacuna del Poblenou
10.0,66.0,209.0,47.0, el Parc i la Llacuna del Poblenou
10.0,66.0,209.0,48.0, el Parc i la Llacuna del Poblenou
10.0,66.0,209.0,49.0, el Parc i la Llacuna del Poblenou
10.0,66.0,209.0,50.0, el Parc i la Llacuna del Poblenou
10.0,67.0,210.0,51.0, la Vila Olímpica del Poblenou
10.0,67.0,210.0,52.0, la Vila Olímpica del Poblenou
10.0,67.0,210.0,53.0, la Vila Olímpica del Poblenou
10.0,67.0,210.0,54.0, la Vila Olímpica del Poblenou
10.0,67.0,211.0,55.0, la Vila Olímpica del Poblenou
10.0,68.0,212.0,56.0, el Poblenou
10.0,68.0,212.0,57.0, el Poblenou
10.0,68.0,212.0,58.0, el Poblenou
10.0,68.0,213.0,59.0, el Poblenou
10.0,68.0,213.0,60.0, el Poblenou
10.0,68.0,213.0,61.0, el Poblenou
10.0,68.0,213.0,62.0, el Poblenou
10.0,68.0,214.0,63.0, el Poblenou
10.0,68.0,214.0,64.0, el Poblenou
10.0,68.0,214.0,65.0, el Poblenou
10.0,68.0,214.0,66.0, el Poblenou
10.0,68.0,214.0,67.0, el Poblenou
10.0,68.0,214.0,68.0, el Poblenou
10.0,68.0,215.0,69.0, el Poblenou
10.0,68.0,215.0,70.0, el Poblenou
10.0,68.0,215.0,71.0, el Poblenou
10.0,68.0,215.0,72.0, el Poblenou
10.0,68.0,215.0,73.0, el Poblenou
10.0,68.0,215.0,74.0, el Poblenou
10.0,68.0,215.0,75.0, el Poblenou
10.0,69.0,216.0,76.0, Diagonal Mar i el Front Marítim del Poblenou
10.0,69.0,217.0,77.0, Diagonal Mar i el Front Marítim del Poblenou
10.0,69.0,217.0,78.0, Diagonal Mar i el Front Marítim del Poblenou
10.0,69.0,217.0,79.0, Diagonal Mar i el Front Marítim del Poblenou
10.0,69.0,218.0,80.0, Diagonal Mar i el Front Marítim del Poblenou
10.0,69.0,216.0,235.0, Diagonal Mar i el Front Marítim del Poblenou
10.0,69.0,216.0,236.0, Diagonal Mar i el Front Marítim del Poblenou
10.0,70.0,219.0,81.0, el Besòs i el Maresme
10.0,70.0,219.0,82.0, el Besòs i el Maresme
10.0,70.0,219.0,83.0, el Besòs i el Maresme
10.0,70.0,219.0,84.0, el Besòs i el Maresme
10.0,70.0,220.0,85.0, el Besòs i el Maresme
10.0,70.0,220.0,86.0, el Besòs i el Maresme
10.0,70.0,220.0,87.0, el Besòs i el Maresme
10.0,70.0,220.0,88.0, el Besòs i el Maresme
10.0,70.0,221.0,89.0, el Besòs i el Maresme
10.0,70.0,222.0,90.0, el Besòs i el Maresme
10.0,70.0,222.0,91.0, el Besòs i el Maresme
10.0,70.0,222.0,92.0, el Besòs i el Maresme
10.0,70.0,222.0,93.0, el Besòs i el Maresme
10.0,71.0,223.0,94.0, Provençals del Poblenou
10.0,71.0,223.0,95.0, Provençals del Poblenou
10.0,71.0,224.0,96.0, Provençals del Poblenou
10.0,71.0,224.0,97.0, Provençals del Poblenou
10.0,71.0,224.0,98.0, Provençals del Poblenou
10.0,71.0,224.0,99.0, Provençals del Poblenou
10.0,71.0,224.0,100.0, Provençals del Poblenou
10.0,71.0,225.0,101.0, Provençals del Poblenou
10.0,71.0,225.0,102.0, Provençals del Poblenou
10.0,71.0,225.0,103.0, Provençals del Poblenou
10.0,71.0,225.0,104.0, Provençals del Poblenou
10.0,71.0,225.0,237.0, Provençals del Poblenou
10.0,72.0,226.0,105.0, Sant Martí de Provençals
10.0,72.0,226.0,106.0, Sant Martí de Provençals
10.0,72.0,226.0,107.0, Sant Martí de Provençals
10.0,72.0,226.0,108.0, Sant Martí de Provençals
10.0,72.0,226.0,109.0, Sant Martí de Provençals
10.0,72.0,226.0,110.0, Sant Martí de Provençals
10.0,72.0,227.0,111.0, Sant Martí de Provençals
10.0,72.0,227.0,112.0, Sant Martí de Provençals
10.0,72.0,227.0,113.0, Sant Martí de Provençals
10.0,72.0,227.0,114.0, Sant Martí de Provençals
10.0,72.0,228.0,115.0, Sant Martí de Provençals
10.0,72.0,228.0,116.0, Sant Martí de Provençals
10.0,72.0,228.0,117.0, Sant Martí de Provençals
10.0,72.0,228.0,118.0, Sant Martí de Provençals
10.0,72.0,228.0,119.0, Sant Martí de Provençals
10.0,72.0,229.0,120.0, Sant Martí de Provençals
10.0,72.0,229.0,121.0, Sant Martí de Provençals
10.0,72.0,229.0,122.0, Sant Martí de Provençals
10.0,73.0,230.0,123.0, la Verneda i la Pau
10.0,73.0,230.0,124.0, la Verneda i la Pau
10.0,73.0,230.0,125.0, la Verneda i la Pau
10.0,73.0,230.0,126.0, la Verneda i la Pau
10.0,73.0,230.0,127.0, la Verneda i la Pau
10.0,73.0,230.0,128.0, la Verneda i la Pau
10.0,73.0,230.0,129.0, la Verneda i la Pau
10.0,73.0,231.0,130.0, la Verneda i la Pau
10.0,73.0,231.0,131.0, la Verneda i la Pau
10.0,73.0,231.0,132.0, la Verneda i la Pau
10.0,73.0,231.0,133.0, la Verneda i la Pau
10.0,73.0,231.0,134.0, la Verneda i la Pau
10.0,73.0,231.0,135.0, la Verneda i la Pau
10.0,73.0,232.0,136.0, la Verneda i la Pau
10.0,73.0,232.0,137.0, la Verneda i la Pau
10.0,73.0,232.0,138.0, la Verneda i la Pau
10.0,73.0,232.0,139.0, la Verneda i la Pau
10.0,73.0,233.0,140.0, la Verneda i la Pau
10.0,73.0,233.0,141.0, la Verneda i la Pau
10.0,73.0,233.0,142.0, la Verneda i la Pau
10.0,73.0,233.0,143.0, la Verneda i la Pau
